nan -2.769536736338793936e+00 -1.614700877231683762e+00 2.269795595429469903e-01 1.234844746457388620e+00 5.872595472067427824e-01 3.843674356334221276e-01 9.296180860963234593e-01 1.201944193781631753e+00 1.722041576334813140e+00 2.309512140826208260e+00 2.117984745098405508e+00 2.511540995698902101e+00 2.785616674490202449e+00 2.300138004512652934e+00 2.460460167209781890e+00 3.225603018377849907e+00 2.965630720011930954e+00 2.717529189879959617e+00 2.747886547787222522e+00 2.676680099856998396e+00 3.158822795007541373e+00 3.346397456543500848e+00 3.132514862468519734e+00 2.653342843661373074e+00 2.827218553501047449e+00 3.251711054715130889e+00 3.438609056545963050e+00 2.824072383393739116e+00 3.011412240885947611e+00 3.105674734135864590e+00 3.460219856421459461e+00 3.386893261789519549e+00 3.041488112623826900e+00 2.855296711804020227e+00 3.064335114589592735e+00 3.027128993465912465e+00 2.703211314015601552e+00 2.463376508872650472e+00 2.826384082163595046e+00 3.422870746058634950e+00 4.079649619503012303e+00 3.927951769231010637e+00 3.693969120148706597e+00 3.613269748593392006e+00 4.323812668986329655e+00 4.287140454758467278e+00 3.454951063287694968e+00 3.363243280394487389e+00 6.786149862018677759e+00
nan 8.883757653586645375e+00 9.997044864999903524e+00 9.916252275302291253e+00 9.585454402529510531e+00 9.254762062135929668e+00 8.932778893713217983e+00 7.989093294862930961e+00 8.441558090172854634e+00 8.579176007738071874e+00 8.499451931427582707e+00 8.446859170429354080e+00 8.718126491414540880e+00 8.502350770521495349e+00 9.096204455335092476e+00 9.806853947082366574e+00 9.897030125832129599e+00 9.831275927101282619e+00 9.302718847613910214e+00 9.057642392848430646e+00 9.515285181503365664e+00 9.712186787388541021e+00 9.757613236780219523e+00 9.375054577469274619e+00 9.187613171315335947e+00 9.141002074153751877e+00 9.349713307454624811e+00 9.437068783015314821e+00 9.606731185345246615e+00 9.795595588648412289e+00 1.000480822772419387e+01 9.829942418756505873e+00 9.387758931612774305e+00 9.463273119957953838e+00 9.502043440948302333e+00 9.686431413451815686e+00 9.598742237715940817e+00 9.355654551156048271e+00 9.467116943197400047e+00 9.257727813074255963e+00 9.091844216378547117e+00 8.678461599810537663e+00 7.743234918269893186e+00 7.314712580892452465e+00 7.736370478335322431e+00 8.406920712342412116e+00 7.580609665249459894e+00 1.642850164089772136e+01 1.793732007800102934e+01 nan
nan 6.725240649340443078e+00 7.036782449513228954e+00 7.874572181399521753e+00 9.737899011441415453e+00 9.282973375992476406e+00 8.627542877230046869e+00 8.411873691753140037e+00 8.867353318640335047e+00 8.543701250413462844e+00 8.748355466989790941e+00 8.756635102352136713e+00 8.595023080615076694e+00 8.943074046335894423e+00 9.371803833119447091e+00 9.881944439123024893e+00 9.792141079442114204e+00 9.551845231313491169e+00 9.602995739842697276e+00 9.673229517929623711e+00 9.738043054029407841e+00 9.690463668345376647e+00 9.984378964782347765e+00 9.714142210578764036e+00 9.272577378743308785e+00 8.733502265040639756e+00 8.651038418506869832e+00 8.748420348484117426e+00 8.848390179206063522e+00 8.811603120498809005e+00 8.702510055878214246e+00 8.694267889620430623e+00 8.640595153828341424e+00 8.618997721468147688e+00 8.840959477084780360e+00 9.165501509161286364e+00 9.572238183333521278e+00 9.776649269195186065e+00 1.014575371921213787e+01 1.019671733644461931e+01 1.039432747457861339e+01 1.052376273092610326e+01 1.043238986830013637e+01 1.006954904325352196e+01 9.418154712671523043e+00 9.063603884981297654e+00 9.992058928612161495e+00 1.907152908971456640e+01 2.038925256291038579e+01 nan
nan 8.900777887791242904e+00 1.001459380830922363e+01 1.113406270246854035e+01 1.084126532421001343e+01 1.038173914453110847e+01 1.058037265905188384e+01 1.061205904636999620e+01 1.003165298365937197e+01 9.776966228412028670e+00 9.688797128023491467e+00 9.548830162545339562e+00 9.213779288212856855e+00 9.567588714352117663e+00 1.005698968737328336e+01 1.046541766033792342e+01 1.072961954592950917e+01 1.079605857754464537e+01 1.066653216924127001e+01 1.015791689903403139e+01 1.025038678397632097e+01 1.066893603029758175e+01 1.071368667180529322e+01 1.038565598957048763e+01 1.043429484442787647e+01 1.029266478002235630e+01 1.024117563246733908e+01 9.954396427418478410e+00 1.009755437899237052e+01 1.031570678781356953e+01 1.051578426164901892e+01 1.044869489708153232e+01 1.002128549118812018e+01 9.832735818928913574e+00 1.005634563250900548e+01 1.013745175758752026e+01 1.057211185527300223e+01 1.099288007123230315e+01 1.113788093531293555e+01 1.094051077097074298e+01 1.071294853828834626e+01 1.057379832508641115e+01 1.030534656215022515e+01 9.872470854301202081e+00 9.688441564744417533e+00 9.795408171127466090e+00 9.821887353215371874e+00 1.037403713716285303e+01 nan nan
nan 9.671044967653308788e+00 1.127523098926321410e+01 1.205755277991139707e+01 1.250364186442722847e+01 1.329479513394390722e+01 1.343015011060499475e+01 1.314597063982864711e+01 1.270380473585662884e+01 1.291193773432945058e+01 1.289120082753247232e+01 1.270760484444044991e+01 1.260774688377491159e+01 1.245478059214417854e+01 1.255585945650203961e+01 1.222580610399535139e+01 1.241142987619181426e+01 1.250286378994801950e+01 1.244902094521444091e+01 1.230779979648086453e+01 1.240957341388636337e+01 1.210816587990135851e+01 1.221532264522570799e+01 1.208753998238578475e+01 1.213600563436881430e+01 1.164952641333772476e+01 1.141882946648527408e+01 1.121436657348678168e+01 1.104522141172467009e+01 1.097778374244728816e+01 1.098374381111986153e+01 1.106014762790874428e+01 1.093153710793109745e+01 1.083079415273275536e+01 1.076282646416075472e+01 1.079470571933944711e+01 1.131257765470046905e+01 1.145543593956242390e+01 1.153490269796911250e+01 1.186064906843216349e+01 1.199323576324549911e+01 1.228544611235670736e+01 1.221431209371214877e+01 1.193814779348314303e+01 1.146073490280016038e+01 1.208662854211593896e+01 1.290976820940960401e+01 2.196298378880571534e+01 2.617440412647910719e+01 nan
nan 1.146173383295884562e+01 1.202080384636375854e+01 1.233976750342586648e+01 1.198259589147133042e+01 1.209569163773977252e+01 1.217478439602439977e+01 1.186985133034646012e+01 1.184520903607575626e+01 1.214829406190576577e+01 1.216345141003407271e+01 1.162840688921617271e+01 1.232636911813855463e+01 1.265293918258896078e+01 1.295058797294302444e+01 1.326495456724501310e+01 1.358423062053035046e+01 1.348963107806715556e+01 1.335176263965362509e+01 1.279015537886770026e+01 1.275661940548004480e+01 1.288491307193280022e+01 1.297833273346721583e+01 1.266358829203186787e+01 1.270792257841218742e+01 1.247360684731552460e+01 1.245650561207182783e+01 1.261870321499201708e+01 1.289627372335379363e+01 1.315955189018769644e+01 1.322893030291806049e+01 1.311066697413478366e+01 1.311042405335625816e+01 1.284627460666290943e+01 1.344154143889615582e+01 1.347914837443581071e+01 1.376681584815529824e+01 1.444963173880222129e+01 1.475843289035253392e+01 1.460734617651852751e+01 1.472710971727754270e+01 1.473650690863213164e+01 1.455171274605694975e+01 1.445845049988700204e+01 1.466954703313477992e+01 1.475914556532478095e+01 1.434545011178516383e+01 1.406364796417864227e+01 nan nan
nan 1.359363336547660062e+01 1.521024145494590485e+01 1.613921710405724497e+01 1.689780957939634121e+01 1.715373361336175151e+01 1.659424348952272865e+01 1.636332689501952942e+01 1.666362233645924462e+01 1.676353121028674664e+01 1.645036091726473160e+01 1.616518497123328757e+01 1.584628888411100789e+01 1.570661510382244686e+01 1.561734623920150788e+01 1.583513422013656324e+01 1.614093202129351567e+01 1.632975400933217713e+01 1.631814958920802994e+01 1.636174106977204445e+01 1.664057783528102163e+01 1.656849804109440427e+01 1.654749179270359960e+01 1.655524535838755895e+01 1.613133422263913630e+01 1.561915304201650656e+01 1.554739792296153666e+01 1.557914866495146455e+01 1.565051743272578477e+01 1.530221876685344462e+01 1.502906369071042647e+01 1.449836492763904339e+01 1.468077533177825522e+01 1.448947038472466353e+01 1.394976957647683058e+01 1.372360118229012649e+01 1.371217920569928239e+01 1.354081648807025395e+01 1.343973299491402074e+01 1.361386261149048238e+01 1.340009295171448223e+01 1.318633068208406378e+01 1.312133810912077791e+01 1.258372621222278021e+01 1.276524155568857211e+01 1.350523741234931663e+01 1.435049571094156562e+01 1.507602493076987571e+01 nan nan
nan 1.347331829891322741e+01 1.514014730545771137e+01 1.579448347948694931e+01 1.610352112695916205e+01 1.601947790235415781e+01 1.558112342450167453e+01 1.546950597261425742e+01 1.557364090928664524e+01 1.576501743704279868e+01 1.600987659300321297e+01 1.614068532698255609e+01 1.612260368268640676e+01 1.642885531025845225e+01 1.665619802239052660e+01 1.690672806674823647e+01 1.712277577308307031e+01 1.722605942135969315e+01 1.748663779081761760e+01 1.798774038622056892e+01 1.813748277604544157e+01 1.840184256299279042e+01 1.848381858881194617e+01 1.855438253411694305e+01 1.844729771587943645e+01 1.813688700497375450e+01 1.817164393726092442e+01 1.826921092716739636e+01 1.836675325967108918e+01 1.869828735412848175e+01 1.875164722040155496e+01 1.888030375071890177e+01 1.877811932301744235e+01 1.875672472715434935e+01 1.874508180820838987e+01 1.892420153833571916e+01 1.896666139607418700e+01 1.907380574765770831e+01 1.893137615558163844e+01 1.874615015808717544e+01 1.889196736721140724e+01 1.895722601248617067e+01 1.885306052517807629e+01 1.854808436942504102e+01 1.876481401756391776e+01 1.871077344880779592e+01 1.888921904932126239e+01 2.005954644293999323e+01 nan nan
nan 1.691538518027690685e+01 1.875189333961026605e+01 1.948117333503581960e+01 2.056465369824080724e+01 2.107864610473804845e+01 2.122002190384194620e+01 2.121853310862232789e+01 2.138875079125685019e+01 2.137808694548908406e+01 2.118544070111067867e+01 2.079621560304237704e+01 2.073335105243446463e+01 2.084941794770000456e+01 2.104803619823044158e+01 2.107616178308757426e+01 2.093381818369323710e+01 2.087222256227448014e+01 2.073223518621055206e+01 2.043838589789878668e+01 2.015980988064009694e+01 1.999204882192269039e+01 1.992248776545924827e+01 1.961657048397495728e+01 1.949482649351582708e+01 1.928946140236536522e+01 1.884130298690639904e+01 1.875290656902931730e+01 1.858008754331413215e+01 1.829818411116622556e+01 1.801151200156200716e+01 1.776633477538791084e+01 1.757296733437473790e+01 1.736265732651543914e+01 1.737472130759243072e+01 1.750830358515998242e+01 1.761418331837511175e+01 1.785725383299510582e+01 1.802363071664023408e+01 1.803120950376461806e+01 1.800685690447195952e+01 1.750512517495003095e+01 1.750989090497868261e+01 nan nan 1.870954582804677102e+01 2.001659983087905204e+01 3.204171383354354674e+01 3.451370329849607543e+01 nan
nan 1.816261313692907109e+01 1.876962286891633980e+01 1.817047318171371373e+01 1.861827283225887797e+01 1.952200660026432288e+01 1.984119755463522594e+01 1.952307271900759389e+01 1.978240141497950688e+01 1.983733788873552939e+01 1.968254615700938714e+01 1.998525278091860002e+01 1.979637600078073945e+01 2.008959453015142316e+01 2.025187192544099446e+01 2.044871212522041048e+01 2.074123948594117550e+01 2.087303360347148029e+01 2.114862006805315175e+01 2.143589003789665881e+01 2.184127797956267969e+01 2.216400737913265573e+01 2.244124535037714807e+01 2.277516135719796253e+01 2.283258882067908857e+01 2.269897119163101351e+01 2.277640774631563403e+01 2.300827140990132946e+01 2.327152213123295610e+01 2.348244706024522088e+01 2.347179140712042766e+01 2.357209351117417739e+01 2.360398024419737339e+01 2.347896593571107005e+01 2.341920364238003316e+01 2.345214730534827297e+01 2.343675100881096185e+01 2.331011177590631078e+01 2.305715633637085915e+01 2.276561709582038517e+01 nan nan 2.131032174470169593e+01 2.143777866730161108e+01 2.145947944552138509e+01 2.138092030075269534e+01 2.214059449164379956e+01 2.996487247684859767e+01 3.089283630639888756e+01 nan
