nan,2.974285714285714644e+00,2.100476190476189942e+00,4.150000000000002132e+00,4.219999999999999751e+00,4.261739130434783362e+00,4.316521739130435797e+00,4.287826086956520122e+00,4.278260869565215785e+00,4.307999999999999829e+00,4.082399999999999807e+00,3.804230769230769749e+00,3.851538461538462244e+00,3.813333333333333020e+00,3.861379310344826177e+00,3.865517241379311741e+00,3.896000000000001240e+00,3.742258064516128524e+00,3.968709677419355319e+00,3.909677419354839589e+00,3.848484848484848175e+00,3.821818181818181781e+00,3.859411764705882320e+00,4.128235294117647669e+00,3.919411764705881929e+00,3.776969696969696866e+00,3.879411764705882337e+00,3.848235294117646976e+00,3.823333333333333250e+00,3.912352941176469923e+00,3.866363636363636669e+00,3.853999999999999204e+00,3.868181818181817277e+00,3.832258064516127938e+00,3.941724137931035266e+00,3.906000000000000139e+00,3.965714285714285303e+00,3.957500000000000018e+00,3.895000000000000462e+00,3.846000000000000085e+00,3.815769230769231246e+00,3.845200000000000173e+00,3.872608695652175026e+00,3.846818181818182136e+00,3.890000000000000124e+00,3.909999999999999254e+00,3.861428571428570322e+00,3.862727272727274119e+00,3.924545454545453449e+00,4.020476190476191647e+00
nan,4.110000000000000320e+00,3.500909090909090082e+00,4.087272727272726947e+00,4.167619047619045780e+00,4.086086956521737257e+00,4.230869565217392214e+00,4.303913043478262423e+00,4.442800000000000082e+00,4.269999999999999574e+00,4.188461538461538680e+00,4.150000000000000355e+00,4.082857142857142740e+00,4.260714285714286120e+00,4.304666666666667751e+00,4.252068965517240784e+00,4.262580645161290427e+00,4.361562500000000675e+00,4.297187499999999716e+00,4.389999999999999680e+00,4.283030303030302299e+00,4.341176470588234082e+00,4.215294117647058414e+00,4.388125000000000497e+00,4.354285714285713205e+00,4.336470588235293633e+00,4.348823529411765421e+00,4.359090909090909349e+00,4.379999999999999893e+00,4.306969696969696670e+00,4.376774193548387260e+00,4.469696969696970612e+00,4.459999999999999076e+00,4.426451612903225197e+00,4.387586206896552099e+00,4.306785714285715549e+00,4.427857142857143380e+00,4.392307692307691802e+00,4.304615384615384066e+00,4.318000000000000504e+00,4.322000000000000064e+00,4.368260869565218307e+00,4.349999999999999645e+00,4.389999999999999680e+00,4.373478260869566370e+00,4.325454545454544331e+00,4.402857142857143913e+00,4.528636363636362461e+00,4.489999999999999325e+00,4.242380952380953474e+00
nan,7.699999999999999067e-01,3.999999999999998668e+00,4.487272727272728190e+00,4.449999999999998401e+00,4.455909090909089265e+00,4.238333333333333286e+00,4.219999999999999751e+00,4.172083333333333144e+00,4.581249999999999822e+00,4.307500000000000107e+00,4.241600000000000037e+00,4.197500000000000675e+00,4.341538461538461569e+00,4.525999999999999801e+00,4.532142857142857473e+00,4.499333333333331630e+00,4.251290322580644876e+00,4.541875000000000107e+00,4.509062499999999751e+00,4.463749999999999218e+00,4.614242424242423368e+00,4.398235294117647243e+00,4.605882352941176983e+00,4.487058823529411988e+00,4.455882352941176627e+00,4.350303030303031449e+00,4.269411764705881573e+00,4.449999999999999289e+00,4.679999999999999716e+00,4.449999999999999289e+00,4.553548387096774341e+00,4.593939393939392879e+00,4.828064516129030537e+00,4.715172413793103701e+00,4.647999999999999687e+00,4.232857142857143096e+00,4.345357142857143806e+00,4.408461538461538431e+00,4.419583333333332753e+00,4.272800000000000153e+00,4.321600000000000108e+00,4.356086956521739495e+00,4.404347826086957518e+00,4.304347826086958761e+00,4.243636363636365871e+00,4.342727272727270993e+00,4.490999999999999659e+00,4.230000000000001315e+00,4.246363636363636118e+00
nan,3.541363636363636047e+00,2.891000000000000014e+00,4.430000000000001492e+00,4.964545454545453040e+00,4.441428571428569505e+00,4.082500000000000462e+00,4.170869565217391717e+00,4.497999999999999332e+00,4.564000000000000057e+00,4.328846153846153122e+00,4.335769230769230376e+00,4.413571428571428257e+00,4.407142857142857473e+00,4.449999999999999289e+00,4.403103448275863308e+00,4.335483870967740572e+00,4.425625000000000142e+00,4.249032258064515233e+00,4.298181818181818770e+00,4.265625000000000000e+00,4.264117647058824012e+00,4.392000000000000348e+00,4.382500000000000284e+00,4.391111111111111853e+00,4.617187500000000000e+00,4.487058823529411100e+00,4.360588235294116544e+00,4.317878787878788316e+00,4.322187499999999183e+00,4.328484848484848158e+00,4.385000000000000675e+00,4.459999999999999964e+00,4.365172413793102280e+00,4.320000000000001172e+00,4.357499999999999929e+00,4.425862068965517260e+00,4.453461538461538360e+00,4.393599999999999284e+00,4.341199999999999726e+00,4.401200000000000223e+00,4.482173913043476787e+00,4.539565217391305474e+00,4.495454545454546036e+00,4.349999999999997868e+00,4.409999999999999254e+00,4.425000000000001599e+00,4.419999999999999041e+00,4.385500000000000398e+00,4.346363636363636651e+00
nan,3.801428571428572045e+00,3.072380952380952213e+00,3.920000000000000373e+00,4.190454545454543656e+00,4.275714285714285801e+00,4.246666666666667034e+00,4.182857142857143273e+00,4.171999999999999709e+00,4.303749999999999964e+00,4.314999999999999503e+00,4.206800000000000317e+00,4.367777777777778425e+00,4.345555555555555394e+00,4.419999999999999929e+00,4.508000000000000007e+00,4.373448275862068080e+00,4.343548387096773489e+00,4.544838709677419430e+00,4.530937500000000284e+00,4.688484848484847589e+00,4.575294117647059622e+00,4.845625000000000071e+00,4.354705882352940982e+00,4.474705882352941089e+00,4.621428571428570997e+00,4.530882352941176805e+00,4.612941176470587656e+00,4.792500000000000426e+00,5.287272727272728012e+00,4.848823529411765421e+00,4.545161290322581316e+00,4.679062500000000568e+00,4.496000000000000441e+00,4.462258064516129608e+00,4.448571428571427511e+00,4.388275862068965694e+00,4.441428571428572170e+00,4.451200000000000934e+00,4.368461538461537508e+00,4.337307692307692975e+00,4.334999999999999964e+00,4.277916666666667034e+00,4.459999999999998188e+00,4.310000000000000497e+00,4.177826086956523355e+00,4.390000000000001457e+00,4.414999999999998259e+00,4.349999999999998757e+00,4.341818181818180022e+00
4.110000000000000320e+00,0.000000000000000000e+00,2.489999999999999769e+00,3.958181818181820244e+00,4.485909090909090402e+00,4.564347826086957660e+00,4.363478260869567471e+00,3.980000000000000870e+00,4.363999999999999879e+00,4.370800000000000018e+00,4.290384615384615685e+00,4.341923076923076330e+00,4.457142857142857295e+00,4.305357142857142883e+00,4.450000000000000178e+00,4.091034482758620250e+00,4.342580645161290498e+00,4.268064516129031816e+00,4.644999999999999574e+00,4.283636363636363242e+00,4.240909090909091184e+00,4.353030303030304360e+00,4.189999999999999503e+00,4.442941176470588616e+00,4.334999999999999964e+00,4.490294117647059657e+00,4.799090909090908852e+00,4.461764705882352189e+00,4.368750000000000355e+00,4.369411764705881218e+00,4.337500000000000355e+00,4.322903225806450145e+00,4.294516129032257545e+00,4.220344827586208325e+00,4.307999999999998941e+00,4.292142857142857260e+00,4.327142857142858290e+00,4.366538461538461924e+00,4.332592592592593661e+00,4.309130434782610486e+00,4.509999999999999787e+00,4.469999999999999751e+00,4.452608695652174653e+00,4.481666666666666465e+00,4.483181818181819267e+00,4.411428571428571033e+00,4.348571428571427866e+00,4.471428571428570642e+00,4.500000000000000000e+00,4.224761904761903608e+00
4.110000000000000320e+00,3.031999999999999584e+00,2.829999999999998739e+00,4.052857142857142492e+00,4.250000000000000000e+00,4.313636363636362603e+00,4.269090909090909491e+00,4.199130434782608390e+00,4.234999999999999432e+00,4.334999999999999964e+00,4.318799999999999528e+00,4.262307692307691909e+00,4.379999999999999893e+00,4.376785714285714946e+00,4.495357142857142385e+00,4.858666666666667133e+00,4.742068965517242773e+00,4.482499999999999929e+00,4.546333333333334892e+00,5.079687500000000355e+00,4.925757575757574891e+00,4.664242424242424079e+00,4.336363636363636864e+00,4.562352941176470722e+00,4.497058823529410887e+00,4.511176470588236675e+00,4.657647058823529918e+00,4.677058823529413267e+00,4.754848484848483992e+00,4.915882352941176592e+00,4.993124999999999147e+00,4.617187500000000000e+00,4.402187500000000142e+00,4.862068965517240215e+00,4.748064516129033130e+00,4.701379310344826479e+00,4.425714285714285268e+00,4.419999999999999041e+00,4.481538461538462137e+00,4.314999999999999503e+00,4.254800000000000360e+00,4.413999999999999702e+00,4.389999999999997904e+00,4.247826086956520975e+00,4.279999999999998472e+00,4.379999999999998117e+00,4.434545454545454568e+00,4.454999999999998295e+00,4.375000000000001776e+00,4.235909090909092178e+00
4.110000000000000320e+00,4.110000000000000320e+00,3.863499999999998380e+00,4.401250000000000107e+00,4.624285714285715443e+00,4.395454545454547279e+00,4.125000000000000000e+00,4.006086956521738962e+00,4.132916666666665684e+00,3.970000000000000195e+00,4.316153846153846452e+00,4.397407407407407653e+00,4.120740740740741259e+00,4.436666666666666536e+00,4.282857142857142030e+00,4.264482758620689928e+00,4.196774193548386656e+00,4.171249999999998792e+00,4.231249999999999289e+00,4.237878787878786468e+00,4.200000000000000178e+00,4.238823529411765101e+00,4.275937499999999503e+00,4.201999999999999957e+00,4.255588235294117894e+00,4.264242424242424612e+00,4.362857142857142989e+00,4.279999999999999361e+00,4.345757575757576596e+00,4.349393939393939590e+00,4.351874999999999716e+00,4.354999999999999538e+00,4.316451612903223989e+00,4.286666666666667069e+00,4.333103448275862135e+00,4.277499999999999858e+00,4.354285714285714093e+00,4.373333333333333073e+00,4.261666666666666714e+00,4.349199999999999733e+00,4.253600000000000492e+00,4.409999999999999254e+00,4.370000000000000107e+00,4.387142857142857899e+00,4.529999999999999361e+00,4.469047619047617381e+00,4.338000000000000966e+00,4.291818181818182865e+00,4.310000000000000497e+00,4.515714285714285126e+00
4.110000000000000320e+00,2.886000000000000121e+00,2.499000000000000110e+00,3.575652173913043352e+00,4.080000000000000071e+00,4.184999999999999609e+00,4.153043478260869392e+00,4.222727272727272663e+00,4.212399999999999700e+00,4.145652173913044081e+00,4.165925925925924922e+00,4.230000000000000426e+00,4.256153846153845954e+00,4.273571428571428577e+00,4.356428571428571317e+00,4.518620689655173273e+00,4.417000000000000703e+00,4.370322580645160215e+00,4.311290322580645373e+00,4.321875000000000355e+00,4.436969696969697452e+00,4.565454545454545432e+00,4.364411764705883101e+00,4.266764705882353681e+00,4.506249999999999645e+00,4.673142857142858375e+00,4.550000000000000711e+00,4.476470588235294201e+00,4.597058823529411420e+00,4.502424242424241996e+00,4.482727272727272450e+00,4.493749999999999467e+00,4.587096774193547333e+00,4.765806451612902173e+00,4.383000000000000007e+00,4.410689655172412849e+00,4.534999999999999254e+00,4.447857142857142954e+00,4.428076923076923244e+00,4.390384615384615330e+00,4.309999999999999609e+00,4.322000000000000064e+00,4.349130434782609633e+00,4.321304347826084857e+00,4.227727272727272556e+00,4.340000000000000746e+00,4.409999999999999254e+00,4.461428571428571743e+00,4.310454545454546427e+00,4.130909090909091752e+00
4.110000000000000320e+00,4.110000000000000320e+00,3.279999999999999805e+00,4.220909090909092498e+00,4.912857142857141923e+00,4.979565217391306753e+00,4.503478260869563599e+00,4.079166666666666607e+00,4.009166666666666323e+00,4.131250000000000533e+00,4.595555555555556282e+00,4.290769230769231335e+00,4.282857142857143806e+00,4.141428571428570571e+00,4.263333333333333641e+00,4.287586206896552454e+00,4.289032258064516157e+00,4.267419354838709822e+00,4.151212121212121353e+00,4.168750000000000178e+00,4.248787878787879002e+00,4.219411764705883527e+00,4.233636363636364308e+00,4.308823529411765385e+00,4.275714285714284912e+00,4.295454545454545858e+00,4.323030303030303223e+00,4.318823529411764284e+00,4.246969696969697061e+00,4.346363636363635763e+00,4.377575757575757009e+00,4.386000000000000121e+00,4.278387096774193488e+00,4.336666666666665115e+00,4.355333333333332391e+00,4.384074074074073124e+00,4.347142857142856975e+00,4.325714285714285623e+00,4.332083333333333286e+00,4.410000000000000142e+00,4.431999999999999496e+00,4.489999999999999325e+00,4.340000000000000746e+00,4.310000000000000497e+00,4.380434782608697120e+00,4.334545454545454923e+00,4.368499999999999162e+00,4.455909090909091930e+00,4.510000000000000675e+00,4.620000000000000995e+00
