-3.637188300864044876e-01,5.842391018254643464e-01,1.615038551910839004e-01,2.140431593993946391e-01,-8.064235355099071967e-01,-5.434793351563087516e-01
-3.629271997226650726e-01,5.881251088583218101e-01,1.669181321718480326e-01,2.140836969395612799e-01,-8.080703363717867127e-01,-5.440068291530686384e-01
-3.619263868912634408e-01,5.917696495195077233e-01,1.720035185892339058e-01,2.142347963674115230e-01,-8.096724330879537801e-01,-5.448175238806816090e-01
-3.607327795457955233e-01,5.951149071276754521e-01,1.766776915320253938e-01,2.144934831242209239e-01,-8.112028648188338575e-01,-5.458976637174035584e-01
-3.593654867865101465e-01,5.981076722329669026e-01,1.808644931444076676e-01,2.148553088651148635e-01,-8.126357040330726145e-01,-5.472298031794150530e-01
-3.578460233089311160e-01,6.007002163040207066e-01,1.844952925394467425e-01,2.153144418501290458e-01,-8.139465789500959225e-01,-5.487931024787132683e-01
-3.561979759082340991e-01,6.028510893606453536e-01,1.875102464720941331e-01,2.158637638898143474e-01,-8.151131730103451378e-01,-5.505636406236756875e-01
-3.544466565748098930e-01,6.045258245466059721e-01,1.898594256389622981e-01,2.164949723952903082e-01,-8.161156857607939630e-01,-5.525147427494031538e-01
-3.526187458981091538e-01,6.056975331233726001e-01,1.915037744333147884e-01,2.171986868996832187e-01,-8.169372401822747598e-01,-5.546173201587923929e-01
-3.507419297484144494e-01,6.063473747719417828e-01,1.924158747934698876e-01,2.179645601407081412e-01,-8.175642229793775861e-01,-5.568402230816019705e-01
-3.488445315723716078e-01,6.064648904707000687e-01,1.925804894812945811e-01,2.187813943740611611e-01,-8.179865466835752885e-01,-5.591506073078560402e-01
-3.469551421505512323e-01,6.060481885060534646e-01,1.919948665461634896e-01,2.196372639902829937e-01,-8.181978254811757001e-01,-5.615143165485622090e-01
-3.451022483466257285e-01,6.051039781810353402e-01,1.906687944934737367e-01,2.205196457151323008e-01,-8.181954602826146949e-01,-5.638962825831818071e-01
-3.433138622421001429e-01,6.036474502265744002e-01,1.886244062396316146e-01,2.214155576806600134e-01,-8.179806324441438736e-01,-5.662609449679433249e-01
-3.416171521035664682e-01,6.017020074397305684e-01,1.858957386464985539e-01,2.223117084688174538e-01,-8.175582094432781721e-01,-5.685726913333137844e-01
-3.400380768689723610e-01,5.992988533105353399e-01,1.825280626170291409e-01,2.231946568687779853e-01,-8.169365693972915343e-01,-5.707963181507272887e-01
-3.386010262550769312e-01,5.964764500325911989e-01,1.785770057989282122e-01,2.240509825770559127e-01,-8.161273543333218417e-01,-5.728975103752450559e-01
-3.373284691613154251e-01,5.932798600862574379e-01,1.741074954280936726e-01,2.248674674338957402e-01,-8.151451643664315849e-01,-5.748433366615101070e-01
-3.362406137474351908e-01,5.897599874160649458e-01,1.691925524873094666e-01,2.256312860604672565e-01,-8.140072062992177448e-01,-5.766027550004488855e-01
-3.353550833555285493e-01,5.859727350987364858e-01,1.639119701086562131e-01,2.263302039705960833e-01,-8.127329105955272137e-01,-5.781471217306272115e-01
-3.346866132825319085e-01,5.819780964306148219e-01,1.583509091566961402e-01,2.269527804111235447e-01,-8.113435302590356057e-01,-5.794506950385041044e-01
-3.342467742275871956e-01,5.778391957544354307e-01,1.525984424921940086e-01,2.274885723717569030e-01,-8.098617339913521951e-01,-5.804911223734731118e-01
-3.340437289708164670e-01,5.736212943443638190e-01,1.467460769256132558e-01,2.279283354370200132e-01,-8.083112042867376390e-01,-5.812498997651608379e-01
-3.340820294092292642e-01,5.693907755315518182e-01,1.408862787491900193e-01,2.282642164724231482e-01,-8.067162490364768734e-01,-5.817127899421954407e-01
-3.343624614013505081e-01,5.652141222074145155e-01,1.351110253843810227e-01,2.284899325908930079e-01,-8.051014329610297615e-01,-5.818701855134769119e-01
-3.348819448754749573e-01,5.611568990576220051e-01,1.295104024280719912e-01,2.286009304833774847e-01,-8.034912329416324939e-01,-5.817174033814074274e-01
-3.356334962666327471e-01,5.572827514500228174e-01,1.241712624628008577e-01,2.285945200686990142e-01,-8.019097192373420002e-01,-5.812548970968870465e-01
-3.366062595101517729e-01,5.536524328358741753e-01,1.191759595474397582e-01,2.284699765672078831e-01,-8.003802627683541671e-01,-5.804883751032611228e-01
-3.377856105058221203e-01,5.503228727604749793e-01,1.146011713629773165e-01,2.282286055659530633e-01,-7.989252672080310314e-01,-5.794288147841644143e-01
-3.391533381797753322e-01,5.473462979876149159e-01,1.105168195102406159e-01,2.278737664397049445e-01,-7.975659236081337200e-01,-5.780923649188680624e-01
-3.406879030538654263e-01,5.447694196509922371e-01,1.069850973423962515e-01,2.274108506208474545e-01,-7.963219847084169745e-01,-5.765001324963130447e-01
-3.423647716689472986e-01,5.426326995662956731e-01,1.040596138324654252e-01,2.268472126449402326e-01,-7.952115559498322828e-01,-5.746778537261511000e-01
-3.441568224240860729e-01,5.409697086908178409e-01,1.017846611850283800e-01,2.261920535827274814e-01,-7.942509004921503024e-01,-5.726554533346494003e-01
-3.460348155471280052e-01,5.398065900586687116e-01,1.001946130760267284e-01,2.254562583214724525e-01,-7.934542561814864614e-01,-5.704665006186150356e-01
-3.479679171851941533e-01,5.391616372599541407e-01,9.931345944977998386e-02,2.246521900730924504e-01,-7.928336633505903563e-01,-5.681475749885660509e-01
-3.499242651850789088e-01,5.390449976520879094e-01,9.915448266315918247e-02,2.237934473421142045e-01,-7.923988034780911072e-01,-5.657375575858586414e-01
-3.518715622010475386e-01,5.394585070457763587e-01,9.972007843285091155e-02,2.228945902552555147e-01,-7.921568499840813127e-01,-5.632768687393913121e-01
-3.537776804693422150e-01,5.403956597215782143e-01,1.010017235431577287e-01,2.219708445146908182e-01,-7.921123336948533433e-01,-5.608066733040996121e-01
-3.556112620270734936e-01,5.418417144851298550e-01,1.029800906720168552e-01,2.210377921853151351e-01,-7.922670266680043039e-01,-5.583680771243026975e-01
-3.573422983730631941e-01,5.437739342725718128e-01,1.056253090738570322e-01,2.201110589884585633e-01,-7.926198490384374074e-01,-5.560013378976157439e-01
-3.589426745521127060e-01,5.461619537914399469e-01,1.088973683056646546e-01,2.192060077142253260e-01,-7.931668042500629179e-01,-5.537451125768271254e-01
-3.603866643135980041e-01,5.489682670233572148e-01,1.127466607701936852e-01,2.183374467880944692e-01,-7.939009484220386215e-01,-5.516357612265438970e-01
-3.616513652207622442e-01,5.521488242744817532e-01,1.171146576239654458e-01,2.175193619826704394e-01,-7.948123996298556149e-01,-5.497067241188475784e-01
-3.627170652014219954e-01,5.556537269245402921e-01,1.219347115656683744e-01,2.167646778380414585e-01,-7.958883925502375778e-01,-5.479879850437398003e-01
-3.635675348479026070e-01,5.594280071085769857e-01,1.271329791473501114e-01,2.160850536578891867e-01,-7.971133832335106639e-01,-5.465056296031555183e-01
-3.641902426069369980e-01,5.634124792076911081e-01,1.326294544580712831e-01,2.154907171138837896e-01,-7.984692077507430374e-01,-5.452815029446109740e-01
-3.645764926783385818e-01,5.675446501036693903e-01,1.383391052033755564e-01,2.149903366524747728e-01,-7.999352971475763852e-01,-5.443329672541310504e-01
-3.647214878235054414e-01,5.717596755006474352e-01,1.441731012079476848e-01,2.145909321818886273e-01,-8.014889495591077662e-01,-5.436727556163329922e-01
-3.646243212685655877e-01,5.759913500471165460e-01,1.500401240647541989e-01,2.142978220296980763e-01,-8.031056585401461501e-01,-5.433089157595217822e-01
-3.642879034113732928e-01,5.801731193216623783e-01,1.558477449242754442e-01,2.141146029826606345e-01,-8.047594946858962484e-01,-5.432448348704879137e-01
