-4.798465080428458407e+01,1.546498072365744179e+02,1.074904509540168078e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.788778355223628580e+01,1.546674671225548536e+02,1.075079113064694099e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.779091630018798753e+01,1.546851270085352894e+02,1.075253716589220119e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.769404904813968926e+01,1.547027868945157252e+02,1.075428320113746139e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.759718179609139099e+01,1.547204467804961610e+02,1.075602923638272159e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.750031454404309272e+01,1.547381066664765967e+02,1.075777527162798179e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.740344729199479445e+01,1.547557665524570325e+02,1.075952130687324200e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.730658003994649619e+01,1.547734264384374683e+02,1.076126734211850220e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.720971278789819792e+01,1.547910863244179041e+02,1.076301337736376240e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.711284553584989965e+01,1.548087462103983398e+02,1.076475941260902260e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.701597828380160138e+01,1.548264060963787756e+02,1.076650544785428281e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.691911103175330311e+01,1.548440659823592114e+02,1.076825148309954301e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.682224377970500484e+01,1.548617258683396471e+02,1.076999751834480321e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.672537652765670657e+01,1.548793857543200829e+02,1.077174355359006341e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.662850927560840830e+01,1.548970456403005187e+02,1.077348958883532362e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.653164202356011003e+01,1.549147055262809545e+02,1.077523562408058382e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.643477477151181176e+01,1.549323654122613902e+02,1.077698165932584402e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.633790751946351349e+01,1.549500252982418260e+02,1.077872769457110422e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.624104026741521523e+01,1.549676851842222618e+02,1.078047372981636443e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.614417301536691696e+01,1.549853450702026976e+02,1.078221976506162463e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.604730576331861869e+01,1.550030049561831333e+02,1.078396580030688483e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.595043851127032042e+01,1.550206648421635691e+02,1.078571183555214503e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.585357125922202215e+01,1.550383247281440049e+02,1.078745787079740523e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.575670400717372388e+01,1.550559846141244407e+02,1.078920390604266544e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.565983675512542561e+01,1.550736445001048764e+02,1.079094994128792564e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.556296950307712734e+01,1.550913043860853122e+02,1.079269597653318584e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.546610225102882907e+01,1.551089642720657480e+02,1.079444201177844604e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.536923499898053080e+01,1.551266241580461838e+02,1.079618804702370625e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.527236774693223254e+01,1.551442840440266195e+02,1.079793408226896645e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.517550049488393427e+01,1.551619439300070553e+02,1.079968011751422665e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.507863324283563600e+01,1.551796038159874911e+02,1.080142615275948685e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.498176599078733773e+01,1.551972637019679269e+02,1.080317218800474706e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.488489873873903946e+01,1.552149235879483626e+02,1.080491822325000726e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.478803148669074119e+01,1.552325834739287984e+02,1.080666425849526746e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.469116423464244292e+01,1.552502433599092342e+02,1.080841029374052766e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.459429698259414465e+01,1.552679032458896700e+02,1.081015632898578787e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.449742973054584638e+01,1.552855631318701057e+02,1.081190236423104807e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.440056247849754811e+01,1.553032230178505415e+02,1.081364839947630827e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.430369522644924984e+01,1.553208829038309773e+02,1.081539443472156847e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.420682797440095158e+01,1.553385427898114131e+02,1.081714046996682868e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.410996072235265331e+01,1.553562026757918488e+02,1.081888650521208888e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.401309347030435504e+01,1.553738625617722846e+02,1.082063254045734908e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
-4.391622621825605677e+01,1.553915224477527204e+02,1.082237857570260928e+02,4.788414332130861428e-01,5.627943248106754837e-01,6.052246833151249117e-01,-2.961021994268877022e-01
