-2.897036667934731469e-01,6.493322368515332954e-01,-1.190833613226922605e-01,-1.038849158757380264e+00,-1.408162484190261798e+00,8.263906935066730464e-01
-2.904463607848324358e-01,6.448590168378967036e-01,-1.263308978427075679e-01,-1.038770237023224796e+00,-1.407214811524095222e+00,8.290879107484051547e-01
-2.911930733732948084e-01,6.403987507481602171e-01,-1.335449920145064251e-01,-1.038686799613151246e+00,-1.406278563892687350e+00,8.317683170763628953e-01
-2.919438364237523231e-01,6.359511406663500566e-01,-1.407261467433285063e-01,-1.038598790603542099e+00,-1.405353640061511422e+00,8.344320884329140542e-01
-2.926986821294654817e-01,6.315158949335228922e-01,-1.478748521723478593e-01,-1.038506154134666515e+00,-1.404439942264005703e+00,8.370793953280123434e-01
-2.934576430161683902e-01,6.270927279185433134e-01,-1.549915861138106976e-01,-1.038408834391874480e+00,-1.403537376102677259e+00,8.397104030155660981e-01
-2.942207519462467502e-01,6.226813597986228244e-01,-1.620768144612971806e-01,-1.038306775587452657e+00,-1.402645850454889764e+00,8.423252716620339697e-01
-2.949880421229531535e-01,6.182815163491033328e-01,-1.691309915841290312e-01,-1.038199921943133264e+00,-1.401765277383062447e+00,8.449241565076605065e-01
-2.957595470947067540e-01,6.138929287420020753e-01,-1.761545607048335960e-01,-1.038088217673186486e+00,-1.400895572049089211e+00,8.475072080207497471e-01
-2.965353007594320189e-01,6.095153333528517958e-01,-1.831479542605560784e-01,-1.037971606968095983e+00,-1.400036652632741241e+00,8.500745720453209975e-01
-2.973153373689871870e-01,6.051484715754102961e-01,-1.901115942492401789e-01,-1.037850033978752418e+00,-1.399188440253882337e+00,8.526263899425141624e-01
-2.980996915336344699e-01,6.007920896438575520e-01,-1.970458925613132184e-01,-1.037723442801168128e+00,-1.398350858898295579e+00,8.551627987260271846e-01
-2.988883982265893025e-01,5.964459384620625082e-01,-2.039512512976540126e-01,-1.037591777461660536e+00,-1.397523835346956789e+00,8.576839311919177700e-01
-2.996814927886326529e-01,5.921097734396035817e-01,-2.108280630744845396e-01,-1.037454981902491191e+00,-1.396707299108589595e+00,8.601899160430425129e-01
-3.004790109327881709e-01,5.877833543341747236e-01,-2.176767113158502021e-01,-1.037312999967935800e+00,-1.395901182355348880e+00,8.626808780083932149e-01
