3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
3.628549551702503484e-02,4.636476090008062600e-01
